file_number,host_ip,host_port,slab_buf_bytes,slab_partition,bandwidth,file_size_bytes,time_taken_sec,overall_cpu
59,10.0.0.50,5202,1073741824,4,608.24 Mb,104857600.0,1.379160,
60,10.0.0.50,5202,1073741824,4,915.65 Mb,104857600.0,0.916134,
61,10.0.0.50,5202,1073741824,4,1229.06 Mb,104857600.0,0.682520,
62,10.0.0.50,5202,1073741824,4,947.17 Mb,104857600.0,0.885648,
63,10.0.0.50,5202,1073741824,4,607.24 Mb,104857600.0,1.381422,
64,10.0.0.50,5202,1073741824,4,971.53 Mb,104857600.0,0.863445,
65,10.0.0.50,5202,1073741824,4,947.28 Mb,104857600.0,0.885546,
66,10.0.0.50,5202,1073741824,4,759.04 Mb,104857600.0,1.105155,
67,10.0.0.50,5202,1073741824,4,979.64 Mb,104857600.0,0.856295,
68,10.0.0.50,5202,1073741824,4,1139.86 Mb,104857600.0,0.735933,
69,10.0.0.50,5202,1073741824,4,617.71 Mb,104857600.0,1.358017,
70,10.0.0.50,5202,1073741824,4,823.86 Mb,104857600.0,1.018204,
71,10.0.0.50,5202,1073741824,4,595.71 Mb,104857600.0,1.408168,
72,10.0.0.50,5202,1073741824,4,664.33 Mb,104857600.0,1.262723,
73,10.0.0.50,5202,1073741824,4,609.16 Mb,104857600.0,1.377069,
74,10.0.0.50,5202,1073741824,4,609.31 Mb,104857600.0,1.376747,
75,10.0.0.50,5202,1073741824,4,861.48 Mb,104857600.0,0.973744,
76,10.0.0.50,5202,1073741824,4,1057.78 Mb,104857600.0,0.793039,
77,10.0.0.50,5202,1073741824,4,639.32 Mb,104857600.0,1.312115,
78,10.0.0.50,5202,1073741824,4,1192.73 Mb,104857600.0,0.703309,
79,10.0.0.50,5202,1073741824,4,984.72 Mb,104857600.0,0.851878,
80,10.0.0.50,5202,1073741824,4,603.57 Mb,104857600.0,1.389824,
81,10.0.0.50,5202,1073741824,4,605.25 Mb,104857600.0,1.385985,
82,10.0.0.50,5202,1073741824,4,617.93 Mb,104857600.0,1.357536,
83,10.0.0.50,5202,1073741824,4,899.04 Mb,104857600.0,0.933061,
84,10.0.0.50,5202,1073741824,4,633.23 Mb,104857600.0,1.324729,
85,10.0.0.50,5202,1073741824,4,1179.34 Mb,104857600.0,0.711295,
86,10.0.0.50,5202,1073741824,4,643.15 Mb,104857600.0,1.304295,
87,10.0.0.50,5202,1073741824,4,602.89 Mb,104857600.0,1.391396,
88,10.0.0.50,5202,1073741824,4,656.96 Mb,104857600.0,1.276887,
89,10.0.0.50,5202,1073741824,4,610.99 Mb,104857600.0,1.372957,
90,10.0.0.50,5202,1073741824,4,603.08 Mb,104857600.0,1.390963,
91,10.0.0.50,5202,1073741824,4,614.58 Mb,104857600.0,1.364940,
92,10.0.0.50,5202,1073741824,4,1122.31 Mb,104857600.0,0.747443,
93,10.0.0.50,5202,1073741824,4,733.93 Mb,104857600.0,1.142977,
94,10.0.0.50,5202,1073741824,4,950.10 Mb,104857600.0,0.882923,
95,10.0.0.50,5202,1073741824,4,698.88 Mb,104857600.0,1.200289,
96,10.0.0.50,5202,1073741824,4,612.96 Mb,104857600.0,1.368535,
97,10.0.0.50,5202,1073741824,4,1230.62 Mb,104857600.0,0.681655,
98,10.0.0.50,5202,1073741824,4,900.30 Mb,104857600.0,0.931757,
99,10.0.0.50,5202,1073741824,4,616.87 Mb,104857600.0,1.359873,
100,10.0.0.50,5202,1073741824,4,610.45 Mb,104857600.0,1.374172,
101,10.0.0.50,5202,1073741824,4,743.34 Mb,104857600.0,1.128507,
102,10.0.0.50,5202,1073741824,4,633.82 Mb,104857600.0,1.323507,
103,10.0.0.50,5202,1073741824,4,1060.60 Mb,104857600.0,0.790927,
104,10.0.0.50,5202,1073741824,4,605.41 Mb,104857600.0,1.385603,
105,10.0.0.50,5202,1073741824,4,602.42 Mb,104857600.0,1.392475,
106,10.0.0.50,5202,1073741824,4,604.87 Mb,104857600.0,1.386837,
107,10.0.0.50,5202,1073741824,4,671.95 Mb,104857600.0,1.248398,
108,10.0.0.50,5202,1073741824,4,764.99 Mb,104857600.0,1.096565,
109,10.0.0.50,5202,1073741824,4,935.45 Mb,104857600.0,0.896743,
110,10.0.0.50,5202,1073741824,4,707.24 Mb,104857600.0,1.186108,
111,10.0.0.50,5202,1073741824,4,999.63 Mb,104857600.0,0.839170,
112,10.0.0.50,5202,1073741824,4,1186.20 Mb,104857600.0,0.707184,
113,10.0.0.50,5202,1073741824,4,919.85 Mb,104857600.0,0.911958,
114,10.0.0.50,5202,1073741824,4,655.79 Mb,104857600.0,1.279158,
115,10.0.0.50,5202,1073741824,4,598.82 Mb,104857600.0,1.400854,
116,10.0.0.50,5202,1073741824,4,936.41 Mb,104857600.0,0.895825,
117,10.0.0.50,5202,1073741824,4,664.28 Mb,104857600.0,1.262818,
118,10.0.0.50,5202,1073741824,4,1246.70 Mb,104857600.0,0.672863,
119,10.0.0.50,5202,1073741824,4,977.75 Mb,104857600.0,0.857953,
120,10.0.0.50,5202,1073741824,4,738.07 Mb,104857600.0,1.136560,
121,10.0.0.50,5202,1073741824,4,657.11 Mb,104857600.0,1.276585,
122,10.0.0.50,5202,1073741824,4,653.52 Mb,104857600.0,1.283610,
123,10.0.0.50,5202,1073741824,4,922.51 Mb,104857600.0,0.909329,
124,10.0.0.50,5202,1073741824,4,708.74 Mb,104857600.0,1.183600,
125,10.0.0.50,5202,1073741824,4,615.39 Mb,104857600.0,1.363140,
126,10.0.0.50,5202,1073741824,4,911.78 Mb,104857600.0,0.920021,
127,10.0.0.50,5202,1073741824,4,626.38 Mb,104857600.0,1.339228,
128,10.0.0.50,5202,1073741824,4,618.74 Mb,104857600.0,1.355748,
129,10.0.0.50,5202,1073741824,4,719.59 Mb,104857600.0,1.165749,
130,10.0.0.50,5202,1073741824,4,607.43 Mb,104857600.0,1.380999,
131,10.0.0.50,5202,1073741824,4,603.10 Mb,104857600.0,1.390921,
132,10.0.0.50,5202,1073741824,4,695.78 Mb,104857600.0,1.205647,
133,10.0.0.50,5202,1073741824,4,1195.75 Mb,104857600.0,0.701536,
134,10.0.0.50,5202,1073741824,4,937.12 Mb,104857600.0,0.895149,
135,10.0.0.50,5202,1073741824,4,754.54 Mb,104857600.0,1.111754,
136,10.0.0.50,5202,1073741824,4,1211.97 Mb,104857600.0,0.692148,
137,10.0.0.50,5202,1073741824,4,611.30 Mb,104857600.0,1.372263,
138,10.0.0.50,5202,1073741824,4,673.78 Mb,104857600.0,1.245015,
139,10.0.0.50,5202,1073741824,4,626.30 Mb,104857600.0,1.339391,
140,10.0.0.50,5202,1073741824,4,650.20 Mb,104857600.0,1.290152,
141,10.0.0.50,5202,1073741824,4,935.95 Mb,104857600.0,0.896262,
142,10.0.0.50,5202,1073741824,4,890.69 Mb,104857600.0,0.941805,
143,10.0.0.50,5202,1073741824,4,617.65 Mb,104857600.0,1.358144,
144,10.0.0.50,5202,1073741824,4,601.30 Mb,104857600.0,1.395073,
145,10.0.0.50,5202,1073741824,4,610.39 Mb,104857600.0,1.374312,
146,10.0.0.50,5202,1073741824,4,914.32 Mb,104857600.0,0.917466,
147,10.0.0.50,5202,1073741824,4,603.47 Mb,104857600.0,1.390070,
148,10.0.0.50,5202,1073741824,4,1256.00 Mb,104857600.0,0.667885,
149,10.0.0.50,5202,1073741824,4,595.24 Mb,104857600.0,1.409286,
150,10.0.0.50,5202,1073741824,4,645.81 Mb,104857600.0,1.298934,
151,10.0.0.50,5202,1073741824,4,602.45 Mb,104857600.0,1.392412,
152,10.0.0.50,5202,1073741824,4,607.17 Mb,104857600.0,1.381580,
153,10.0.0.50,5202,1073741824,4,1041.73 Mb,104857600.0,0.805254,
154,10.0.0.50,5202,1073741824,4,653.66 Mb,104857600.0,1.283334,
155,10.0.0.50,5202,1073741824,4,1216.07 Mb,104857600.0,0.689815,
156,10.0.0.50,5202,1073741824,4,605.81 Mb,104857600.0,1.384692,
157,10.0.0.50,5202,1073741824,4,1216.35 Mb,104857600.0,0.689654,
158,10.0.0.50,5202,1073741824,4,886.51 Mb,104857600.0,0.946256,
159,10.0.0.50,5202,1073741824,4,603.27 Mb,104857600.0,1.390528,
160,10.0.0.50,5202,1073741824,4,903.33 Mb,104857600.0,0.928629,
161,10.0.0.50,5202,1073741824,4,793.49 Mb,104857600.0,1.057177,
162,10.0.0.50,5202,1073741824,4,755.86 Mb,104857600.0,1.109810,
163,10.0.0.50,5202,1073741824,4,883.50 Mb,104857600.0,0.949472,
164,10.0.0.50,5202,1073741824,4,603.80 Mb,104857600.0,1.389295,
165,10.0.0.50,5202,1073741824,4,950.21 Mb,104857600.0,0.882819,
166,10.0.0.50,5202,1073741824,4,648.73 Mb,104857600.0,1.293084,
167,10.0.0.50,5202,1073741824,4,606.54 Mb,104857600.0,1.383020,
168,10.0.0.50,5202,1073741824,4,598.54 Mb,104857600.0,1.401502,
169,10.0.0.50,5202,1073741824,4,1231.63 Mb,104857600.0,0.681100,
170,10.0.0.50,5202,1073741824,4,637.84 Mb,104857600.0,1.315161,
171,10.0.0.50,5202,1073741824,4,627.11 Mb,104857600.0,1.337651,
172,10.0.0.50,5202,1073741824,4,1145.04 Mb,104857600.0,0.732605,
173,10.0.0.50,5202,1073741824,4,640.95 Mb,104857600.0,1.308783,
174,10.0.0.50,5202,1073741824,4,600.74 Mb,104857600.0,1.396385,
175,10.0.0.50,5202,1073741824,4,605.93 Mb,104857600.0,1.384427,
176,10.0.0.50,5202,1073741824,4,603.98 Mb,104857600.0,1.388887,
177,10.0.0.50,5202,1073741824,4,634.72 Mb,104857600.0,1.321621,
178,10.0.0.50,5202,1073741824,4,1149.90 Mb,104857600.0,0.729505,
179,10.0.0.50,5202,1073741824,4,1134.17 Mb,104857600.0,0.739623,
180,10.0.0.50,5202,1073741824,4,791.84 Mb,104857600.0,1.059378,
181,10.0.0.50,5202,1073741824,4,604.57 Mb,104857600.0,1.387530,
182,10.0.0.50,5202,1073741824,4,605.98 Mb,104857600.0,1.384308,
183,10.0.0.50,5202,1073741824,4,620.55 Mb,104857600.0,1.351810,
184,10.0.0.50,5202,1073741824,4,932.32 Mb,104857600.0,0.899756,
185,10.0.0.50,5202,1073741824,4,600.86 Mb,104857600.0,1.396110,
186,10.0.0.50,5202,1073741824,4,933.14 Mb,104857600.0,0.898970,
187,10.0.0.50,5202,1073741824,4,635.66 Mb,104857600.0,1.319674,
188,10.0.0.50,5202,1073741824,4,613.30 Mb,104857600.0,1.367775,
189,10.0.0.50,5202,1073741824,4,599.81 Mb,104857600.0,1.398551,
190,10.0.0.50,5202,1073741824,4,653.69 Mb,104857600.0,1.283279,
191,10.0.0.50,5202,1073741824,4,631.10 Mb,104857600.0,1.329205,
192,10.0.0.50,5202,1073741824,4,604.57 Mb,104857600.0,1.387535,
193,10.0.0.50,5202,1073741824,4,891.48 Mb,104857600.0,0.940976,
194,10.0.0.50,5202,1073741824,4,670.01 Mb,104857600.0,1.252019,
195,10.0.0.50,5202,1073741824,4,960.62 Mb,104857600.0,0.873247,
196,10.0.0.50,5202,1073741824,4,894.43 Mb,104857600.0,0.937877,
197,10.0.0.50,5202,1073741824,4,900.89 Mb,104857600.0,0.931142,
198,10.0.0.50,5202,1073741824,4,607.70 Mb,104857600.0,1.380392,
199,10.0.0.50,5202,1073741824,4,644.52 Mb,104857600.0,1.301535,
200,10.0.0.50,5202,1073741824,4,633.54 Mb,104857600.0,1.324089,
201,10.0.0.50,5202,1073741824,4,663.84 Mb,104857600.0,1.263654,
202,10.0.0.50,5202,1073741824,4,620.24 Mb,104857600.0,1.352471,
203,10.0.0.50,5202,1073741824,4,599.51 Mb,104857600.0,1.399248,
204,10.0.0.50,5202,1073741824,4,973.67 Mb,104857600.0,0.861548,
205,10.0.0.50,5202,1073741824,4,927.11 Mb,104857600.0,0.904817,
206,10.0.0.50,5202,1073741824,4,605.13 Mb,104857600.0,1.386253,
207,10.0.0.50,5202,1073741824,4,1005.54 Mb,104857600.0,0.834238,
208,10.0.0.50,5202,1073741824,4,1302.46 Mb,104857600.0,0.644057,
209,10.0.0.50,5202,1073741824,4,605.68 Mb,104857600.0,1.385001,
210,10.0.0.50,5202,1073741824,4,950.99 Mb,104857600.0,0.882092,
211,10.0.0.50,5202,1073741824,4,656.88 Mb,104857600.0,1.277038,
212,10.0.0.50,5202,1073741824,4,604.22 Mb,104857600.0,1.388335,
213,10.0.0.50,5202,1073741824,4,904.02 Mb,104857600.0,0.927923,
214,10.0.0.50,5202,1073741824,4,928.97 Mb,104857600.0,0.903002,
215,10.0.0.50,5202,1073741824,4,1047.66 Mb,104857600.0,0.800701,
216,10.0.0.50,5202,1073741824,4,771.77 Mb,104857600.0,1.086931,
217,10.0.0.50,5202,1073741824,4,784.45 Mb,104857600.0,1.069366,
218,10.0.0.50,5202,1073741824,4,689.26 Mb,104857600.0,1.217039,
219,10.0.0.50,5202,1073741824,4,603.00 Mb,104857600.0,1.391137,
220,10.0.0.50,5202,1073741824,4,978.74 Mb,104857600.0,0.857085,
221,10.0.0.50,5202,1073741824,4,892.88 Mb,104857600.0,0.939498,
222,10.0.0.50,5202,1073741824,4,1209.54 Mb,104857600.0,0.693537,
223,10.0.0.50,5202,1073741824,4,1174.93 Mb,104857600.0,0.713969,
224,10.0.0.50,5202,1073741824,4,586.48 Mb,104857600.0,1.430325,
225,10.0.0.50,5202,1073741824,4,657.01 Mb,104857600.0,1.276786,
226,10.0.0.50,5202,1073741824,4,1180.43 Mb,104857600.0,0.710642,
227,10.0.0.50,5202,1073741824,4,932.95 Mb,104857600.0,0.899148,
228,10.0.0.50,5202,1073741824,4,635.01 Mb,104857600.0,1.321019,
229,10.0.0.50,5202,1073741824,4,606.79 Mb,104857600.0,1.382447,
230,10.0.0.50,5202,1073741824,4,606.78 Mb,104857600.0,1.382490,
231,10.0.0.50,5202,1073741824,4,909.25 Mb,104857600.0,0.922585,
232,10.0.0.50,5202,1073741824,4,1264.07 Mb,104857600.0,0.663619,
233,10.0.0.50,5202,1073741824,4,652.29 Mb,104857600.0,1.286030,
234,10.0.0.50,5202,1073741824,4,604.21 Mb,104857600.0,1.388351,
235,10.0.0.50,5202,1073741824,4,606.03 Mb,104857600.0,1.384188,
236,10.0.0.50,5202,1073741824,4,641.35 Mb,104857600.0,1.307962,
237,10.0.0.50,5202,1073741824,4,661.04 Mb,104857600.0,1.269010,
238,10.0.0.50,5202,1073741824,4,657.04 Mb,104857600.0,1.276730,
239,10.0.0.50,5202,1073741824,4,1210.38 Mb,104857600.0,0.693057,
240,10.0.0.50,5202,1073741824,4,782.23 Mb,104857600.0,1.072400,
241,10.0.0.50,5202,1073741824,4,922.53 Mb,104857600.0,0.909302,
242,10.0.0.50,5202,1073741824,4,610.25 Mb,104857600.0,1.374619,
243,10.0.0.50,5202,1073741824,4,675.65 Mb,104857600.0,1.241569,
244,10.0.0.50,5202,1073741824,4,1240.36 Mb,104857600.0,0.676307,
245,10.0.0.50,5202,1073741824,4,934.31 Mb,104857600.0,0.897840,
246,10.0.0.50,5202,1073741824,4,1184.82 Mb,104857600.0,0.708007,
247,10.0.0.50,5202,1073741824,4,1172.39 Mb,104857600.0,0.715512,
248,10.0.0.50,5202,1073741824,4,954.52 Mb,104857600.0,0.878833,
249,10.0.0.50,5202,1073741824,4,951.26 Mb,104857600.0,0.881841,
250,10.0.0.50,5202,1073741824,4,929.70 Mb,104857600.0,0.902289,
251,10.0.0.50,5202,1073741824,4,686.95 Mb,104857600.0,1.221137,
252,10.0.0.50,5202,1073741824,4,593.51 Mb,104857600.0,1.413386,
253,10.0.0.50,5202,1073741824,4,744.75 Mb,104857600.0,1.126373,
254,10.0.0.50,5202,1073741824,4,880.32 Mb,104857600.0,0.952901,
255,10.0.0.50,5202,1073741824,4,740.78 Mb,104857600.0,1.132408,
256,10.0.0.50,5202,1073741824,4,865.43 Mb,104857600.0,0.969301,
257,10.0.0.50,5202,1073741824,4,603.41 Mb,104857600.0,1.390203,
258,10.0.0.50,5202,1073741824,4,649.23 Mb,104857600.0,1.292088,
259,10.0.0.50,5202,1073741824,4,601.81 Mb,104857600.0,1.393907,
260,10.0.0.50,5202,1073741824,4,663.90 Mb,104857600.0,1.263527,
261,10.0.0.50,5202,1073741824,4,739.89 Mb,104857600.0,1.133760,
262,10.0.0.50,5202,1073741824,4,1184.98 Mb,104857600.0,0.707913,
263,10.0.0.50,5202,1073741824,4,607.06 Mb,104857600.0,1.381846,
264,10.0.0.50,5202,1073741824,4,912.42 Mb,104857600.0,0.919378,
265,10.0.0.50,5202,1073741824,4,626.39 Mb,104857600.0,1.339203,
266,10.0.0.50,5202,1073741824,4,618.89 Mb,104857600.0,1.355423,
267,10.0.0.50,5202,1073741824,4,604.88 Mb,104857600.0,1.386825,
268,10.0.0.50,5202,1073741824,4,595.73 Mb,104857600.0,1.408130,
269,10.0.0.50,5202,1073741824,4,597.66 Mb,104857600.0,1.403582,
270,10.0.0.50,5202,1073741824,4,617.21 Mb,104857600.0,1.359113,
271,10.0.0.50,5202,1073741824,4,953.23 Mb,104857600.0,0.880018,
272,10.0.0.50,5202,1073741824,4,618.34 Mb,104857600.0,1.356641,
273,10.0.0.50,5202,1073741824,4,1091.00 Mb,104857600.0,0.768894,
274,10.0.0.50,5202,1073741824,4,1184.66 Mb,104857600.0,0.708104,
275,10.0.0.50,5202,1073741824,4,1242.39 Mb,104857600.0,0.675198,
276,10.0.0.50,5202,1073741824,4,606.76 Mb,104857600.0,1.382532,
277,10.0.0.50,5202,1073741824,4,606.38 Mb,104857600.0,1.383382,
278,10.0.0.50,5202,1073741824,4,608.33 Mb,104857600.0,1.378953,
279,10.0.0.50,5202,1073741824,4,1227.44 Mb,104857600.0,0.683424,
280,10.0.0.50,5202,1073741824,4,611.72 Mb,104857600.0,1.371321,
281,10.0.0.50,5202,1073741824,4,656.93 Mb,104857600.0,1.276934,
282,10.0.0.50,5202,1073741824,4,636.21 Mb,104857600.0,1.318535,
283,10.0.0.50,5202,1073741824,4,599.78 Mb,104857600.0,1.398615,
284,10.0.0.50,5202,1073741824,4,726.51 Mb,104857600.0,1.154642,
285,10.0.0.50,5202,1073741824,4,1194.79 Mb,104857600.0,0.702097,
286,10.0.0.50,5202,1073741824,4,639.29 Mb,104857600.0,1.312170,
287,10.0.0.50,5202,1073741824,4,758.81 Mb,104857600.0,1.105492,
288,10.0.0.50,5202,1073741824,4,603.24 Mb,104857600.0,1.390601,
289,10.0.0.50,5202,1073741824,4,959.06 Mb,104857600.0,0.874672,
290,10.0.0.50,5202,1073741824,4,599.62 Mb,104857600.0,1.398998,
291,10.0.0.50,5202,1073741824,4,609.04 Mb,104857600.0,1.377353,
292,10.0.0.50,5202,1073741824,4,1205.69 Mb,104857600.0,0.695753,
293,10.0.0.50,5202,1073741824,4,606.92 Mb,104857600.0,1.382171,
294,10.0.0.50,5202,1073741824,4,918.84 Mb,104857600.0,0.912953,
295,10.0.0.50,5202,1073741824,4,921.01 Mb,104857600.0,0.910809,
296,10.0.0.50,5202,1073741824,4,950.41 Mb,104857600.0,0.882628,
297,10.0.0.50,5202,1073741824,4,662.53 Mb,104857600.0,1.266147,
298,10.0.0.50,5202,1073741824,4,936.27 Mb,104857600.0,0.895959,
299,10.0.0.50,5202,1073741824,4,625.79 Mb,104857600.0,1.340484,
300,10.0.0.50,5202,1073741824,4,937.41 Mb,104857600.0,0.894871,
301,10.0.0.50,5202,1073741824,4,649.59 Mb,104857600.0,1.291370,
302,10.0.0.50,5202,1073741824,4,645.29 Mb,104857600.0,1.299970,
303,10.0.0.50,5202,1073741824,4,605.88 Mb,104857600.0,1.384538,
304,10.0.0.50,5202,1073741824,4,606.78 Mb,104857600.0,1.382488,
305,10.0.0.50,5202,1073741824,4,1182.24 Mb,104857600.0,0.709552,
306,10.0.0.50,5202,1073741824,4,970.81 Mb,104857600.0,0.864086,
307,10.0.0.50,5202,1073741824,4,605.97 Mb,104857600.0,1.384337,
308,10.0.0.50,5202,1073741824,4,948.24 Mb,104857600.0,0.884651,
309,10.0.0.50,5202,1073741824,4,637.74 Mb,104857600.0,1.315357,
310,10.0.0.50,5202,1073741824,4,615.05 Mb,104857600.0,1.363880,
311,10.0.0.50,5202,1073741824,4,618.25 Mb,104857600.0,1.356826,
312,10.0.0.50,5202,1073741824,4,644.86 Mb,104857600.0,1.300839,
313,10.0.0.50,5202,1073741824,4,963.48 Mb,104857600.0,0.870657,
314,10.0.0.50,5202,1073741824,4,736.82 Mb,104857600.0,1.138487,
315,10.0.0.50,5202,1073741824,4,1009.66 Mb,104857600.0,0.830834,
316,10.0.0.50,5202,1073741824,4,663.38 Mb,104857600.0,1.264522,
317,10.0.0.50,5202,1073741824,4,960.46 Mb,104857600.0,0.873397,
318,10.0.0.50,5202,1073741824,4,597.39 Mb,104857600.0,1.404211,
319,10.0.0.50,5202,1073741824,4,601.97 Mb,104857600.0,1.393534,
320,10.0.0.50,5202,1073741824,4,600.28 Mb,104857600.0,1.397444,
321,10.0.0.50,5202,1073741824,4,980.98 Mb,104857600.0,0.855129,
322,10.0.0.50,5202,1073741824,4,886.72 Mb,104857600.0,0.946027,
323,10.0.0.50,5202,1073741824,4,1025.30 Mb,104857600.0,0.818161,
324,10.0.0.50,5202,1073741824,4,650.75 Mb,104857600.0,1.289061,
325,10.0.0.50,5202,1073741824,4,902.03 Mb,104857600.0,0.929966,
326,10.0.0.50,5202,1073741824,4,947.43 Mb,104857600.0,0.885403,
327,10.0.0.50,5202,1073741824,4,602.90 Mb,104857600.0,1.391374,
328,10.0.0.50,5202,1073741824,4,605.95 Mb,104857600.0,1.384374,
329,10.0.0.50,5202,1073741824,4,965.91 Mb,104857600.0,0.868471,
330,10.0.0.50,5202,1073741824,4,610.00 Mb,104857600.0,1.375173,
331,10.0.0.50,5202,1073741824,4,606.79 Mb,104857600.0,1.382464,
332,10.0.0.50,5202,1073741824,4,912.59 Mb,104857600.0,0.919208,
333,10.0.0.50,5202,1073741824,4,612.01 Mb,104857600.0,1.370673,
334,10.0.0.50,5202,1073741824,4,619.70 Mb,104857600.0,1.353658,
335,10.0.0.50,5202,1073741824,4,606.60 Mb,104857600.0,1.382891,
336,10.0.0.50,5202,1073741824,4,627.83 Mb,104857600.0,1.336123,
337,10.0.0.50,5202,1073741824,4,602.56 Mb,104857600.0,1.392157,
338,10.0.0.50,5202,1073741824,4,620.54 Mb,104857600.0,1.351823,
339,10.0.0.50,5202,1073741824,4,688.22 Mb,104857600.0,1.218892,
340,10.0.0.50,5202,1073741824,4,606.90 Mb,104857600.0,1.382195,
341,10.0.0.50,5202,1073741824,4,601.09 Mb,104857600.0,1.395577,
342,10.0.0.50,5202,1073741824,4,615.27 Mb,104857600.0,1.363403,
343,10.0.0.50,5202,1073741824,4,642.93 Mb,104857600.0,1.304749,
344,10.0.0.50,5202,1073741824,4,613.89 Mb,104857600.0,1.366463,
